15;1926-02-05;15:07;15:15;0:15;10;;;"fleeing clouds. (extra fast). Extra rapid rotation, 1-turn in 35 sec. (less than (?) fringes in field) extra wide, very steady."
14:59;15;15.2;15.5;15.4;c
15:14;15.05;15.1;15.4;15.35
15:01;15:13
5;4;3;2;1;2;3;4;5;4;2;1;1;1;1;0;-1;
-1;-3;-5;-6;-7;-6;-5;-6;-7;-7;-7;-7;-6;-5;-5;-6;-6;
-6;-7;-5;-4;-2;-1;-1;0;0;0;1;2;4;4;4;3;2;
2;2;3;4;5;6;6;6;5;5;5;6;5;5;5;5;4;
4;4;5;6;6;7;7;7;7;7;9;10;10;10;10;10;9;
9;9;9;9;10;10;10;10;11;12;13;14;14;14;13;11;10;
10;9;10;10;10;11;13;14;13;11;11;12;12;13;13;12;12;
12;13;13;13;14;14;15;15;15;15;16;16;16;16;15;13;14;
14;13;13;14;14;15;16;16;17;16;16;17;17;17;17;17;18;
18;18;17;16;16;16;16;16;17;18;18;19;18;17;18;17;17;
17;16;17;18;19;20;20;20;20;20;22;23;23;23;22;21;21;a+
4;4;4;5;5;5;4;3;3;3;3;4;6;6;6;6;5;
5;5;5;5;5;6;6;6;4;4;5;5;4;4;5;4;3;
3;3;2;2;2;3;3;2;3;3;3;3;3;3;2;1;0;
0;0;0;0;1;1;1;1;2;3;4;4;5;6;6;6;5;
5;5;5;5;6;7;8;8;8;8;8;9;10;10;9;7;7;
7;6;6;6;6;6;7;7;8;8;8;8;7;6;6;6;5;
5;5;4;4;3;3;3;3;4;5;6;6;6;5;5;5;4;
4;3;2;2;2;2;3;3;4;5;5;4;3;2;2;1;1;
1;1;1;0;0;0;0;-1;0;0;0;0;0;0;-1;-2;-3;+


